train_loss,val_loss
0.00020610876981429948,4.535387413171392e-05
0.000203021524184408,4.5505570003187166e-05
0.00020466790923454913,4.4027590187353684e-05
0.0002003092491076924,3.965229809613653e-05
0.00020193748026014878,4.191759327079307e-05
0.00020091648725014668,4.2391719515953465e-05
0.00019966948307660986,3.781325795364293e-05
0.00019860529707369735,3.9190285570305036e-05
0.000197527693756042,3.45966264702935e-05
0.00019493282896497678,4.301397453185853e-05
0.0001963449659531967,4.823165514902052e-05
0.00019554768754610018,3.759796891870142e-05
0.00019275191893389898,3.992454036439191e-05
0.00019451282484476948,3.333661476700427e-05
0.00019516539609364645,3.2830669083976573e-05
0.00019508971114766966,3.4267096524706904e-05
0.00019213605986651905,3.136615183374835e-05
0.00019223383371733192,3.020372389254874e-05
0.00019013598165093265,3.2392775119973195e-05
0.00019060205691030183,3.0477454456683934e-05
0.00018940841741554659,2.7197589457200685e-05
0.00018795558755819634,2.7321317666502273e-05
0.00018496345578066485,3.836350824900533e-05
0.00018742896017567154,2.585252470978339e-05
0.00018517055860546252,2.5503515913017188e-05
0.0001881035420052907,2.803427952690181e-05
0.00018636682812041595,3.513165811267585e-05
0.00018642210877954762,2.5641474413967137e-05
0.0001840959739591732,2.8253830460266647e-05
0.00018389165603988482,2.1974698448030813e-05
0.00018584269764921436,2.3586251843949504e-05
0.00018654385758405263,2.244955425171095e-05
0.00018531523579010348,3.393870259113482e-05
0.00018738323432184782,2.6700580600379882e-05
0.0001816600075462445,2.6161760059327344e-05
0.00018346415748694017,3.64242677250397e-05
0.0001839975164068239,2.082879154684796e-05
0.00018111199180126923,3.241115633918963e-05
0.00018295255295085663,2.4841867893711422e-05
0.00018170575175596254,2.990195215656702e-05
0.00018299401016026953,3.0884782916604605e-05
0.00018670807427337337,2.375809371690834e-05
0.00018272277107372507,2.243143666094158e-05
0.00018284862692250002,2.7965310368380076e-05
0.00018323685579484624,2.6263513157657855e-05
0.0001808928808641493,2.4415093280664642e-05
0.00018174233017861154,2.1336089623493906e-05
0.00018186355385630675,2.084062065684342e-05
0.00017816902707351232,2.2082892737859026e-05
0.00017918995214963768,2.250653326966843e-05
0.00017808412278782855,2.0767835189793995e-05
0.00017983660724536717,1.9625884312402242e-05
0.0001809343260654265,2.197847586393971e-05
0.00018558102286039046,2.0333402071909658e-05
0.00018353864888127612,1.914824355155917e-05
0.00017545721977166556,2.3016458895260266e-05
0.00017939670823717888,1.8056693513847886e-05
0.0001763864747772459,2.1854551753854937e-05
0.00018086464857744835,1.4993206145705117e-05
0.00017892014846550768,2.05232277836593e-05
0.00018005958308139127,2.2750199639450046e-05
0.0001777472440845418,1.9034362560159308e-05
0.00017674603950020387,1.4848301318024855e-05
0.00017696618850511717,1.428294710040751e-05
0.00017780725548153378,1.6048303504502065e-05
0.00017627961562146195,2.9997798239954673e-05
0.00017887183575156853,1.9446164733881077e-05
0.00017672973466369865,1.6158405576670173e-05
0.00017595024291014599,1.4128732225524431e-05
0.00017535492446964725,1.748148786839973e-05
0.00017874444042051757,1.286201489593432e-05
0.00017486450441722885,2.0769138311302367e-05
0.00018218207923239958,2.8025670893889566e-05
0.0001765998908513328,1.706954656386647e-05
0.00017699722785252485,1.7205866055350663e-05
0.00018639774156476528,1.6721973149765992e-05
0.00017854299586620389,2.1895589167432207e-05
0.0001810324790890228,3.410589708368569e-05
0.00018344594168282684,2.5838512171794344e-05
0.00017605322387998615,1.803999661943632e-05
0.00017841990768929954,1.6732956195282958e-05
0.00017847475832343763,1.4881248029256544e-05
0.0001748182337480224,1.3037067413332279e-05
0.00017322500459736112,2.2365435555555676e-05
0.00018092626617247808,1.3850813638313899e-05
0.00017850935637982431,1.4009856773661194e-05
0.00017486855247293497,3.487962712949827e-05
0.00018188441498070396,2.0981027892579906e-05
